"Week","date2014","date2015","date2016","date2017","date2018","date2019","basis2019","basis2018","basis2017","basis2016","basis2015","basis2014","City","Company"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.695,-0.6975,-0.7,-0.345,NA,-0.2025,"SWEET SPRINGS MO","MID MISSOURI COOPS"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.655,-0.7,-0.6738,-0.3763,NA,-0.2,"SWEET SPRINGS MO","MID MISSOURI COOPS"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.6475,-0.6525,-0.6025,NA,NA,-0.1525,"SWEET SPRINGS MO","MID MISSOURI COOPS"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.65,-0.5975,-0.5975,NA,NA,-0.1825,"SWEET SPRINGS MO","MID MISSOURI COOPS"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.65,-0.5475,-0.6025,NA,NA,-0.1475,"SWEET SPRINGS MO","MID MISSOURI COOPS"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.6525,-0.495,-0.4975,-0.45,NA,-0.145,"SWEET SPRINGS MO","MID MISSOURI COOPS"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.7675,-0.6,-0.6025,-0.55,-0.0925,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.7475,-0.5975,-0.6025,-0.5525,-0.105,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.745,-0.5775,-0.496,-0.5025,-0.1,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.7275,-0.5013,-0.4013,-0.495,-0.1475,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.6975,-0.5025,-0.3975,-0.4975,-0.1175,-0.105,"SWEET SPRINGS MO","MID MISSOURI COOPS"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.65,-0.35,-0.3975,-0.5475,NA,-0.175,"SWEET SPRINGS MO","MID MISSOURI COOPS"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.6525,-0.355,-0.3475,-0.55,NA,-0.17,"SWEET SPRINGS MO","MID MISSOURI COOPS"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.6525,-0.295,-0.35,-0.445,NA,-0.1875,"SWEET SPRINGS MO","MID MISSOURI COOPS"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.6975,-0.3025,-0.3975,-0.445,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.695,-0.3,-0.3975,-0.4475,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.655,-0.2525,-0.3975,-0.3825,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.65,-0.2475,-0.4975,-0.3375,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.62,-0.295,-0.53,NA,-0.15,0.985,"SWEET SPRINGS MO","MID MISSOURI COOPS"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.625,-0.4475,-0.53,NA,-0.2525,0.835,"SWEET SPRINGS MO","MID MISSOURI COOPS"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.625,NA,-0.5675,NA,-0.2625,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.6175,-0.5525,-0.435,NA,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.745,-0.7,NA,-0.195,-0.5,1.7,"SWEET SPRINGS MO","MID MISSOURI COOPS"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.755,-0.7,NA,-0.1975,-0.445,1.4525,"SWEET SPRINGS MO","MID MISSOURI COOPS"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.7475,-0.7,-0.55,-0.195,-0.45,-0.605,"SWEET SPRINGS MO","MID MISSOURI COOPS"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,NA,-0.7,-0.755,NA,-0.405,-0.5975,"SWEET SPRINGS MO","MID MISSOURI COOPS"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.6975,-0.845,-0.8025,-0.6975,NA,-0.7475,"SWEET SPRINGS MO","MID MISSOURI COOPS"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.6975,-0.8525,-0.7525,-0.695,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.6,-0.8475,-0.7525,-0.695,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.5975,-0.8913,-0.745,-0.7,NA,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.845,-0.8525,-0.795,-0.1525,-0.7925,"SWEET SPRINGS MO","MID MISSOURI COOPS"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.745,-0.855,-0.8,-0.1775,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-0.7,-0.7525,-0.7475,-0.145,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.695,-0.7025,-0.7525,-0.1475,NA,"SWEET SPRINGS MO","MID MISSOURI COOPS"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.695,-0.6475,-0.7,NA,-0.4925,"SWEET SPRINGS MO","MID MISSOURI COOPS"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.7,-0.6025,-0.6,NA,-0.5,"SWEET SPRINGS MO","MID MISSOURI COOPS"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.7,NA,-0.5975,NA,-0.4,"SWEET SPRINGS MO","MID MISSOURI COOPS"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.7,NA,-0.5975,NA,-0.43,"SWEET SPRINGS MO","MID MISSOURI COOPS"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.95,-0.8575,-0.9525,-0.4975,-0.6625,NA,"TARKIO MO","AG PARTNERS"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.95,-0.9,-0.915,-0.5,-0.6525,-0.39,"TARKIO MO","AG PARTNERS"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.945,-0.8975,-1.0225,-0.5,-0.625,-0.42,"TARKIO MO","AG PARTNERS"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.95,-0.9025,-1.005,-0.5,-0.6025,-0.2225,"TARKIO MO","AG PARTNERS"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.9475,-0.9,-0.9975,-0.4975,-0.58,-0.5,"TARKIO MO","AG PARTNERS"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.855,-0.8525,-0.9975,-0.5,-0.4975,-0.5525,"TARKIO MO","AG PARTNERS"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.845,-0.8525,-1.0025,-0.505,-0.4975,NA,"TARKIO MO","AG PARTNERS"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.805,NA,-0.9975,-0.4975,NA,-0.495,"TARKIO MO","AG PARTNERS"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.9,-1.0025,-1.0475,-0.554,-0.5125,-0.51,"TARKIO MO","AG PARTNERS"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.9,-1.0025,-0.9475,-0.5475,-0.4975,-0.5025,"TARKIO MO","AG PARTNERS"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.895,-0.9475,-0.97,-0.555,-0.5,-0.45,"TARKIO MO","AG PARTNERS"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.905,-0.9,-0.9175,-0.5525,-0.4775,-0.4525,"TARKIO MO","AG PARTNERS"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.8975,-0.8725,-0.9225,-0.55,NA,-0.4825,"TARKIO MO","AG PARTNERS"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.9,-0.8475,-0.9175,-0.5975,-0.445,-0.4475,"TARKIO MO","AG PARTNERS"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.9,-0.7975,-0.8225,-0.6075,-0.43,-0.395,"TARKIO MO","AG PARTNERS"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.9025,-0.745,-0.7975,-0.73,-0.385,-0.3025,"TARKIO MO","AG PARTNERS"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.8975,-0.8,-0.8525,-0.8,-0.395,-0.2975,"TARKIO MO","AG PARTNERS"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.8975,-0.7975,-0.8525,-0.8325,-0.3925,-0.3025,"TARKIO MO","AG PARTNERS"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.895,-0.7475,-0.746,-0.8025,-0.3725,-0.31,"TARKIO MO","AG PARTNERS"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.9025,-0.7263,-0.7525,-0.805,-0.33,-0.305,"TARKIO MO","AG PARTNERS"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.8975,-0.7025,-0.7475,-0.7475,-0.2125,-0.375,"TARKIO MO","AG PARTNERS"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.9,-0.6,-0.6975,-0.8475,-0.225,-0.27,"TARKIO MO","AG PARTNERS"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.9025,-0.605,-0.6975,-0.81,-0.25,-0.2875,"TARKIO MO","AG PARTNERS"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.9025,-0.565,-0.7,-0.785,-0.3975,0.4125,"TARKIO MO","AG PARTNERS"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.9475,-0.6525,-0.6475,-0.585,-0.3975,0.185,"TARKIO MO","AG PARTNERS"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.905,-0.6,-0.6975,-0.5275,-0.2275,0.2975,"TARKIO MO","AG PARTNERS"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.905,-0.5525,-0.6975,-0.5125,-0.3525,0.0825,"TARKIO MO","AG PARTNERS"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.85,-0.5475,-0.6975,-0.5375,-0.4288,1.085,"TARKIO MO","AG PARTNERS"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.82,-0.645,-0.74,-0.585,-0.2975,0.685,"TARKIO MO","AG PARTNERS"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.825,-0.6375,-0.7,-0.495,-0.185,0.4825,"TARKIO MO","AG PARTNERS"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.825,NA,-0.6175,-0.495,-0.195,1.6325,"TARKIO MO","AG PARTNERS"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.8175,-0.7575,-0.61,-0.6075,-0.1,2.3,"TARKIO MO","AG PARTNERS"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.945,-0.93,-0.8,-0.345,-0.35,-0.8475,"TARKIO MO","AG PARTNERS"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.955,-0.93,-0.805,-0.3475,-0.4525,-0.855,"TARKIO MO","AG PARTNERS"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.9475,-0.98,-0.85,-0.345,-0.5725,-0.8475,"TARKIO MO","AG PARTNERS"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.9525,-0.98,-0.855,-0.745,-0.5475,-0.8475,"TARKIO MO","AG PARTNERS"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,NA,-0.985,-0.9025,-0.7475,-0.65,NA,"TARKIO MO","AG PARTNERS"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,NA,-0.9825,-0.9025,-0.745,-0.645,NA,"TARKIO MO","AG PARTNERS"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,NA,-0.9775,-0.9025,-0.775,-0.63,NA,"TARKIO MO","AG PARTNERS"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,NA,-0.9913,-0.935,-0.83,-0.585,-0.8525,"TARKIO MO","AG PARTNERS"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.955,NA,-0.945,-0.54,-0.8075,"TARKIO MO","AG PARTNERS"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.895,-1.005,-0.95,-0.4975,-0.8475,"TARKIO MO","AG PARTNERS"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-0.9,-0.9525,-0.9475,-0.4975,-0.75,"TARKIO MO","AG PARTNERS"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.855,-0.9238,-0.9025,-0.5025,-0.6425,"TARKIO MO","AG PARTNERS"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.845,-0.8975,-0.9,-0.5025,-0.65,"TARKIO MO","AG PARTNERS"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.85,-0.9025,-0.9,-0.5275,-0.65,"TARKIO MO","AG PARTNERS"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.85,-0.9,-0.9975,-0.495,-0.68,"TARKIO MO","AG PARTNERS"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.85,-0.905,-0.8975,-0.5263,NA,"TARKIO MO","AG PARTNERS"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.85,-0.7075,-0.8525,-0.3975,-0.6025,-0.32,"TRENTON   MO","MFA"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.85,-0.8,-0.805,-0.4,-0.6025,-0.3525,"TRENTON   MO","MFA"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.845,-0.7975,-0.9025,-0.4,-0.625,-0.32,"TRENTON   MO","MFA"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.85,-0.75,-0.905,-0.4,-0.5725,-0.385,"TRENTON   MO","MFA"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.8975,-0.7,-0.8975,-0.3975,-0.53,-0.1725,"TRENTON   MO","MFA"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.905,-0.7025,-0.8975,-0.4,-0.4675,-0.41,"TRENTON   MO","MFA"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.845,-0.7025,-0.9025,-0.355,-0.4475,-0.5425,"TRENTON   MO","MFA"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.745,-0.7,-0.8475,-0.3475,-0.4375,-0.4925,"TRENTON   MO","MFA"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.75,-0.8025,-0.9575,-0.404,-0.5225,-0.635,"TRENTON   MO","MFA"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.75,-0.8025,-0.9475,-0.3975,-0.4775,-0.58,"TRENTON   MO","MFA"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.745,-0.7975,-0.9,-0.405,-0.42,-0.4825,"TRENTON   MO","MFA"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.695,-0.8,-0.8738,-0.4263,-0.4175,-0.33,"TRENTON   MO","MFA"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.7475,-0.9025,-0.8525,-0.45,-0.3975,-0.2625,"TRENTON   MO","MFA"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.7,-0.7475,-0.7975,-0.4475,-0.345,-0.3425,"TRENTON   MO","MFA"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.7,-0.7475,-0.8025,-0.4075,-0.4,-0.3075,"TRENTON   MO","MFA"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.7025,-0.745,-0.6975,-0.6,-0.335,-0.3213,"TRENTON   MO","MFA"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.8475,-0.95,-0.8525,-0.6,-0.355,-0.1325,"TRENTON   MO","MFA"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.6475,-0.9375,-0.7525,-0.6525,-0.3525,-0.1275,"TRENTON   MO","MFA"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.645,NA,-0.696,-0.6525,-0.3225,-0.0525,"TRENTON   MO","MFA"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.7025,-0.6013,-0.6513,-0.645,-0.3,-0.13,"TRENTON   MO","MFA"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.7975,-0.7025,-0.7475,-0.6475,-0.2225,-0.435,"TRENTON   MO","MFA"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.8,-0.55,-0.6475,-0.6975,-0.235,-0.405,"TRENTON   MO","MFA"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.8025,-0.555,-0.5475,-0.68,-0.2,-0.3,"TRENTON   MO","MFA"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.8025,-0.545,-0.55,-0.605,-0.1975,-0.3175,"TRENTON   MO","MFA"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.7975,-0.5525,-0.5975,-0.495,-0.2975,0.4625,"TRENTON   MO","MFA"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.805,-0.55,-0.6475,-0.5475,-0.1275,0.305,"TRENTON   MO","MFA"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.695,-0.5525,-0.6475,-0.4925,-0.2525,0.3575,"TRENTON   MO","MFA"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.7,-0.5475,-0.6475,-0.5175,-0.2588,0.2125,"TRENTON   MO","MFA"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.67,-0.645,-0.83,-0.435,-0.0975,1.105,"TRENTON   MO","MFA"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.675,-0.6575,-0.63,-0.395,0.005,1.065,"TRENTON   MO","MFA"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.675,-0.685,-0.6675,-0.395,-0.005,0.6525,"TRENTON   MO","MFA"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.6675,-0.6775,-0.635,-0.4387,0.09,1.3325,"TRENTON   MO","MFA"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.895,-0.85,-0.75,-0.195,-0.11,1.95,"TRENTON   MO","MFA"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.805,-0.85,-0.745,-0.2475,-0.3125,0.0025,"TRENTON   MO","MFA"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.7975,-0.85,-0.75,-0.245,-0.4625,-0.005,"TRENTON   MO","MFA"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.8025,-0.85,-0.755,-0.555,-0.4988,-0.5975,"TRENTON   MO","MFA"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.8475,-0.845,-0.8025,-0.6475,-0.55,-0.8975,"TRENTON   MO","MFA"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.8475,-0.8025,-0.8025,-0.695,-0.495,-0.9,"TRENTON   MO","MFA"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.8,-0.7975,-0.8025,-0.695,-0.45,-0.845,"TRENTON   MO","MFA"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.7975,-0.8513,-0.795,-0.78,-0.445,-0.9187,"TRENTON   MO","MFA"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.905,-0.9525,-0.905,-0.42,-0.9325,"TRENTON   MO","MFA"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.645,-0.905,-0.95,-0.2975,-0.8575,"TRENTON   MO","MFA"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-0.65,-0.9025,-0.9475,-0.3475,-0.7475,"TRENTON   MO","MFA"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.655,-0.8988,-0.9525,-0.4025,-0.75,"TRENTON   MO","MFA"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.755,-0.6975,-0.85,-0.4025,-0.7425,"TRENTON   MO","MFA"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.65,-0.7025,-0.85,-0.4275,-0.7,"TRENTON   MO","MFA"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.7,-0.7,-0.8475,-0.395,-0.65,"TRENTON   MO","MFA"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.7,-0.695,-0.8475,-0.3963,-0.6675,"TRENTON   MO","MFA"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.83,-0.7075,-0.8025,NA,NA,NA,"TRENTON MO","GFG AG SERVICES"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.8,-0.7,-0.805,NA,NA,NA,"TRENTON MO","GFG AG SERVICES"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.805,-0.6975,-0.8525,-0.3475,NA,NA,"TRENTON MO","GFG AG SERVICES"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.8,-0.685,-0.855,-0.35,NA,NA,"TRENTON MO","GFG AG SERVICES"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.7475,-0.67,NA,-0.355,NA,NA,"TRENTON MO","GFG AG SERVICES"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.705,-0.6725,-0.8475,-0.3575,NA,NA,"TRENTON MO","GFG AG SERVICES"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.695,-0.6725,-0.8525,-0.404,NA,NA,"TRENTON MO","GFG AG SERVICES"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.655,-0.67,-0.8475,-0.3975,NA,NA,"TRENTON MO","GFG AG SERVICES"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.73,-0.7725,-0.9475,-0.405,NA,NA,"TRENTON MO","GFG AG SERVICES"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.67,-0.7725,-0.9075,-0.4213,NA,NA,"TRENTON MO","GFG AG SERVICES"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.665,-0.7675,-0.9,-0.42,NA,NA,"TRENTON MO","GFG AG SERVICES"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.665,-0.78,-0.7988,-0.4175,NA,NA,"TRENTON MO","GFG AG SERVICES"
